"initial_block","block_transitioned_to","agegrp","sex","oud","distribution","param1","param2"
"Post-Detox","Methadone","15_19","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","15_19","Female","Active","norm",0,0
"Post-Detox","Methadone","15_19","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","20_24","Male","Active","norm",0,0
"Post-Detox","Methadone","20_24","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","20_24","Female","Active","norm",0,0
"Post-Detox","Methadone","20_24","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","25_29","Male","Active","norm",0,0
"Post-Detox","Methadone","25_29","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","25_29","Female","Active","norm",0,0
"Post-Detox","Methadone","25_29","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","30_34","Male","Active","norm",0,0
"Post-Detox","Methadone","30_34","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","30_34","Female","Active","norm",0,0
"Post-Detox","Methadone","30_34","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","35_39","Male","Active","norm",0,0
"Post-Detox","Methadone","35_39","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","35_39","Female","Active","norm",0,0
"Post-Detox","Methadone","35_39","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","40_44","Male","Active","norm",0,0
"Post-Detox","Methadone","40_44","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","40_44","Female","Active","norm",0,0
"Post-Detox","Methadone","40_44","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","45_49","Male","Active","norm",0,0
"Post-Detox","Methadone","45_49","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","45_49","Female","Active","norm",0,0
"Post-Detox","Methadone","45_49","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","50_54","Male","Active","norm",0,0
"Post-Detox","Methadone","50_54","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","50_54","Female","Active","norm",0,0
"Post-Detox","Methadone","50_54","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","55_59","Male","Active","norm",0,0
"Post-Detox","Methadone","55_59","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","55_59","Female","Active","norm",0,0
"Post-Detox","Methadone","55_59","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","60_64","Male","Active","norm",0,0
"Post-Detox","Methadone","60_64","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","60_64","Female","Active","norm",0,0
"Post-Detox","Methadone","60_64","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","65_69","Male","Active","norm",0,0
"Post-Detox","Methadone","65_69","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","65_69","Female","Active","norm",0,0
"Post-Detox","Methadone","65_69","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","70_74","Male","Active","norm",0,0
"Post-Detox","Methadone","70_74","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","70_74","Female","Active","norm",0,0
"Post-Detox","Methadone","70_74","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","75_79","Male","Active","norm",0,0
"Post-Detox","Methadone","75_79","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","75_79","Female","Active","norm",0,0
"Post-Detox","Methadone","75_79","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","80_84","Male","Active","norm",0,0
"Post-Detox","Methadone","80_84","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","80_84","Female","Active","norm",0,0
"Post-Detox","Methadone","80_84","Female","Nonactive","norm",0,0
"Post-Detox","Methadone","85_99","Male","Active","norm",0,0
"Post-Detox","Methadone","85_99","Male","Nonactive","norm",0,0
"Post-Detox","Methadone","85_99","Female","Active","norm",0,0
"Post-Detox","Methadone","85_99","Female","Nonactive","norm",0,0
"Post-Detox","Detox","10_14","Male","Active","norm",0,0
"Post-Detox","Detox","10_14","Male","Nonactive","norm",0,0
"Post-Detox","Detox","10_14","Female","Active","norm",0,0
"Post-Detox","Detox","10_14","Female","Nonactive","norm",0,0
"Post-Detox","Detox","15_19","Male","Active","norm",0,0
"Post-Detox","Detox","15_19","Male","Nonactive","norm",0,0
"Post-Detox","Detox","15_19","Female","Active","norm",0,0
"Post-Detox","Detox","15_19","Female","Nonactive","norm",0,0
"Post-Detox","Detox","20_24","Male","Active","norm",0,0
"Post-Detox","Detox","20_24","Male","Nonactive","norm",0,0
"Post-Detox","Detox","20_24","Female","Active","norm",0,0
"Post-Detox","Detox","20_24","Female","Nonactive","norm",0,0
"Post-Detox","Detox","25_29","Male","Active","norm",0,0
"Post-Detox","Detox","25_29","Male","Nonactive","norm",0,0
"Post-Detox","Detox","25_29","Female","Active","norm",0,0
"Post-Detox","Detox","25_29","Female","Nonactive","norm",0,0
"Post-Detox","Detox","30_34","Male","Active","norm",0,0
"Post-Detox","Detox","30_34","Male","Nonactive","norm",0,0
"Post-Detox","Detox","30_34","Female","Active","norm",0,0
"Post-Detox","Detox","30_34","Female","Nonactive","norm",0,0
"Post-Detox","Detox","35_39","Male","Active","norm",0,0
"Post-Detox","Detox","35_39","Male","Nonactive","norm",0,0
"Post-Detox","Detox","35_39","Female","Active","norm",0,0
"Post-Detox","Detox","35_39","Female","Nonactive","norm",0,0
"Post-Detox","Detox","40_44","Male","Active","norm",0,0
"Post-Detox","Detox","40_44","Male","Nonactive","norm",0,0
"Post-Detox","Detox","40_44","Female","Active","norm",0,0
"Post-Detox","Detox","40_44","Female","Nonactive","norm",0,0
"Post-Detox","Detox","45_49","Male","Active","norm",0,0
"Post-Detox","Detox","45_49","Male","Nonactive","norm",0,0
"Post-Detox","Detox","45_49","Female","Active","norm",0,0
"Post-Detox","Detox","45_49","Female","Nonactive","norm",0,0
"Post-Detox","Detox","50_54","Male","Active","norm",0,0
"Post-Detox","Detox","50_54","Male","Nonactive","norm",0,0
"Post-Detox","Detox","50_54","Female","Active","norm",0,0
"Post-Detox","Detox","50_54","Female","Nonactive","norm",0,0
"Post-Detox","Detox","55_59","Male","Active","norm",0,0
"Post-Detox","Detox","55_59","Male","Nonactive","norm",0,0
"Post-Detox","Detox","55_59","Female","Active","norm",0,0
"Post-Detox","Detox","55_59","Female","Nonactive","norm",0,0
"Post-Detox","Detox","60_64","Male","Active","norm",0,0
"Post-Detox","Detox","60_64","Male","Nonactive","norm",0,0
"Post-Detox","Detox","60_64","Female","Active","norm",0,0
"Post-Detox","Detox","60_64","Female","Nonactive","norm",0,0
"Post-Detox","Detox","65_69","Male","Active","norm",0,0
"Post-Detox","Detox","65_69","Male","Nonactive","norm",0,0
"Post-Detox","Detox","65_69","Female","Active","norm",0,0
"Post-Detox","Detox","65_69","Female","Nonactive","norm",0,0
"Post-Detox","Detox","70_74","Male","Active","norm",0,0
"Post-Detox","Detox","70_74","Male","Nonactive","norm",0,0
"Post-Detox","Detox","70_74","Female","Active","norm",0,0
"Post-Detox","Detox","70_74","Female","Nonactive","norm",0,0
"Post-Detox","Detox","75_79","Male","Active","norm",0,0
"Post-Detox","Detox","75_79","Male","Nonactive","norm",0,0
"Post-Detox","Detox","75_79","Female","Active","norm",0,0
"Post-Detox","Detox","75_79","Female","Nonactive","norm",0,0
"Post-Detox","Detox","80_84","Male","Active","norm",0,0
"Post-Detox","Detox","80_84","Male","Nonactive","norm",0,0
"Post-Detox","Detox","80_84","Female","Active","norm",0,0
"Post-Detox","Detox","80_84","Female","Nonactive","norm",0,0
"Post-Detox","Detox","85_99","Male","Active","norm",0,0
"Post-Detox","Detox","85_99","Male","Nonactive","norm",0,0
"Post-Detox","Detox","85_99","Female","Active","norm",0,0
"Post-Detox","Detox","85_99","Female","Nonactive","norm",0,0
